# Found 1672 good books out of 10806 checked
# book_id,title,author,tokens
808,The Complete Plays of Gilbert and Sullivan,Arthur Sullivan,12310
24780,The letters of Queen Victoria; vol. 2; 1844-1853,Queen of Great Britain Victoria,12307
24689,New Italian sketches,John Addington Symonds,12306
24950,Bradford's History of 'Plimoth Plantation',William Bradford,12304
12632,Yesterdays with Authors,James Thomas Fields,12302
40882,Felix Holt; the Radical,George Eliot,12296
10822,El paraiso de las mujeres,Vicente Blasco Ibáñez,12294
1209,History of the Conquest of Peru,William Hickling Prescott,12292
43871,Vercingétorix,Camille Jullian,12292
13707,Twice-told tales,Nathaniel Hawthorne,12286
41792,Theodore Watts-Dunton: Poet; Novelist; Critic,James Douglas,12285
1484,The Four Horsemen of the Apocalypse,Vicente Blasco Ibáñez,12281
2145,Ben-Hur: A tale of the Christ,Lew Wallace,12277
34350,A Manual of Elementary Geology,Sir Charles Lyell,12271
13635,New York Times Current History: The European War; Vol 1; No. 1,Various,12269
33141,Blackwood's Edinburgh Magazine; Volume 57; No. 355; May 1845,Various,12268
21600,The Flourishing of Romance and the Rise of Allegory,George Saintsbury,12262
42981,The Folk-Tales of the Magyars,Unknown Author,12254
24484,The Journal of Negro History; Volume 7; 1922,Various,12249
34323,The Samurai Strategy,Thomas Hoover,12248
41088,Passeggiate per l'Italia; vol. 4,Ferdinand Gregorovius,12239
43967,A Christian Directory; Part 4: Christian Politics,Richard Baxter,12234
30954,The Works of Robert Louis Stevenson - Swanston Edition; Vol. 13,Robert Louis Stevenson,12229
24781,The Birth of Yugoslavia; Volume 2,Henry Baerlein,12224
41477,Humphrey; Duke of Gloucester: A Biography,Kenneth Hotham Vickers,12218
42046,Ireland under the Tudors; with a Succinct Account of the Earlier History. Vol. 1 (of 3),Richard Bagwell,12216
40140,On the Face of the Waters: A Tale of the Mutiny,Flora Annie Webster Steel,12216
20459,Hours in a Library; Volume 1,Leslie Stephen,12215
12742,Minstrelsy of the Scottish border; Volume 1,Walter Scott,12214
42067,The Golden Bough: A Study in Magic and Religion (Third Edition; Vol. 07 of 12),James George Frazer,12214
21880,The Medallic History of the United States of America 1776-1876,J. F. Loubat,12210
351,Of Human Bondage,W. Somerset Maugham,12203
43034,Zes maanden bij de commando's,Nico J. Hofmeyr,12201
14114,Plutarch's Lives; Volume 2 (of 4),Plutarch,12200
32509,Œuvres complètes de lord Byron; Tome 11,Baron George Gordon Byron Byron,12193
24401,Viagens na Minha Terra (Completo),Visconde de João Batista da Silva Leitão de Almeida Garrett Almeida Garrett,12193
44365,Storia delle repubbliche italiane dei secoli di mezzo; v. 16 (of 16),J.-C.-L. Simonde de Sismondi,12192
22903,The Expedition to Borneo of H.M.S. Dido,Sir Henry Keppel,12184
944,The Voyage of the Beagle,Charles Darwin,12183
10610,Letters and Journals of James; Eighth Earl of Elgin,Earl of James Bruce Elgin,12182
44183,Blackwood's Edinburgh Magazine; Volume 65; No. 399; January 1849,Various,12180
41040,Some Account of Gothic Architecture in Spain,George Edmund Street,12179
44855,Elizabethan & Jacobean Pamphlets,marry; you take vp (though it be at the worst hand),12179
41213,The Secrets of a Kuttite,Edward O. Mousley,12177
41748,The Real Shelley. New Views of the Poet's Life. Vol. 2 (of 2),John Cordy Jeaffreson,12171
34336,Ο Πατούχας,Ioannes Kondylakes,12170
14613,The foundations of Japan,J. W. Robertson Scott,12167
11606,The Atlantic Monthly; Volume 03; No. 16; February; 1859,Various,12161
700,The Old Curiosity Shop,Charles Dickens,12161
1024,The Wrecker,Robert Louis Stevenson,12155
41716,The Pacific Triangle,Sydney Greenbie,12151
33604,Tony Butler,Charles James Lever,12145
23610,Voyages du capitaine Robert Lade en differentes parties de l'Afrique; de l'Asie et de l'Amérique,abbé Prévost,12143
41857,The Broken Sword; Or; A Pictorial Page in Reconstruction,D. Worthington,12141
43803,Storia delle repubbliche italiane dei secoli di mezzo; v. 04 (of 16),J.-C.-L. Simonde de Sismondi,12133
33414,Le roman bourgeois: Ouvrage comique,Antoine Furetière,12115
41494,Aikakausien vaihteessa: Historiallisia kertomuksia,Kyösti Wilkuna,12112
42997,Castes and Tribes of Southern India. Vol. 7 of 7,Edgar Thurston,12112
42326,Régi magyar vitézi énekek és elegyes dalok (2. kötet),Kálmán Thaly,12106
14399,Ce que disait la flamme,Hector Bernier,12105
22641,Lucifero,Mario Rapisardi,12103
42706,Across America; Or; The Great West and the Pacific Coast,James Fowler Rusling,12102
14470,The German Classics of the Nineteenth and Twentieth Centuries; Volume 12,Unknown Author,12101
44378,Blackwood's Edinburgh Magazine; Vol. 60; No. 374; December; 1846,Various,12096
13612,Studies in the Psychology of Sex; Volume 3,Havelock Ellis,12096
30030,I coniugi Varedo,Enrico Castelnuovo,12095
1258,Ten Years Later,Alexandre Dumas,12095
11271,The Anti-Slavery Examiner; Part 1 of 4,American Anti-Slavery Society,12086
41413,Monsieur de Phocas; Astarté: Roman,Jean Lorrain,12081
43313,Histoire du Consulat et de l'Empire; (Vol. 09 / 20),Adolphe Thiers,12077
31026,The Life of Napoleon Bonaparte. Vol. 2 (of 4),William Milligan Sloane,12076
34796,William Shakespeare as He Lived: An Historical Tale,Henry Curling,12075
42240,The Paston Letters; A.D. 1422-1509. Volume 6 (of 6); Part 1 (Letters; Chronological Table),Unknown Author,12074
30021,Correspondance inédite de Hector Berlioz; 1819-1868,Hector Berlioz,12074
22149,The Journal of Negro History; Volume 6; 1921,Various,12065
10885,Stories from the Italian Poets: with Lives of the Writers; Volume 1,Leigh Hunt,12060
21444,Peritäänkö vihakin? Jutelma kahdessa osassa,K. J. Gummerus,12055
43228,Lotgevallen van een jeugdigen natuuronderzoeker,Lucien Biart,12047
12088,Composition-Rhetoric,Stratton D. Brooks,12045
42447,The Heart of the White Mountains; Their Legend and Scenery,Samuel Adams Drake,12042
43398,Erämaan lapset: Historiallisia kertomuksia V,Kyösti Wilkuna,12042
42332,The Sorrows of Satan,Marie Corelli,12037
1564,Boswell's Life of Johnson,James Boswell,12036
40860,Ruins of Ancient Cities (Vol. 1 of 2),Charles Bucke,12034
11512,O. Henry Memorial Award Prize Stories of 1921,Unknown Author,12031
622,The Letters of Robert Louis Stevenson — Volume 1,Robert Louis Stevenson,12027
43358,Modern Flirtations: A Novel,Catherine Sinclair,12025
43824,In the Track of the Trades,Lewis R. Freeman,12023
33734,Barnave,Jules Gabriel Janin,12022
10130,The Works of Charles and Mary Lamb — Volume 3,Charles Lamb,12021
43378,Excursions in the mountains of Ronda and Granada; with characteristic sketches of the inhabitants of southern Spain; vol. 1/2,C. Rochfort‏ Scott,12020
41632,The Art of Entertaining,M. E. W. Sherwood,12019
40097,The World as Will and Idea (Vol. 2 of 3),Arthur Schopenhauer,12007
23240,Blackwood's Edinburgh Magazine; No. CCCXXXVI. October; 1843. Vol. LIV.,Various,12004
13366,A General History and Collection of Voyages and Travels — Volume 08,Robert Kerr,12003
21128,Twenty Years of Congress; Vol. 1,James Gillespie Blaine,12001
13901,Perzië; Chaldea en Susiane,Jane Dieulafoy,12000
20075,Frank Fairlegh: Scenes from the Life of a Private Pupil,Frank E. Smedley,11998
22631,An Account of Timbuctoo and Housa Territories in the Interior of Africa,active 1820 Abd Salam Shabeeny,11993
14833,Varney the Vampire; Or; the Feast of Blood,Thomas Peckett Prest,11992
14158,De l'origine des espèces,Charles Darwin,11989
42412,Blackwood's Edinburgh Magazine; No. 401; March 1849,Various,11988
30535,El origen del pensamiento,Armando Palacio Valdés,11987
20004,Tancred; Or; The New Crusade,Earl of Beaconsfield Benjamin Disraeli,11983
893,History of the Decline and Fall of the Roman Empire — Volume 4,Edward Gibbon,11967
14995,Los Hombres de Pro,José María de Pereda,11966
11072,Jumalainen näytelmä: Kiirastuli,Dante Alighieri,11951
13260,Droll Stories — Complete,Honoré de Balzac,11951
13030,The German Classics of the Nineteenth and Twentieth Centuries; Volume 09,Unknown Author,11949
30637,Writings in the United Amateur; 1915-1922,H. P. Lovecraft,11948
44051,Briefwechsel zwischen Abaelard und Heloise; mit der Leidensgeschichte Abaelards,Peter Abelard,11941
42594,Les réprouvés et les élus (t.2),Émile Souvestre,11937
40499,Abridgment of the Debates of Congress; from 1789 to 1856; Vol. 1 (of 16),United States. Congress,11929
20635,Une fête de Noël sous Jacques Cartier,Ernest Myrand,11917
41332,Ten Thousand a-Year. Volume 2.,Samuel Warren,11917
10456,The Atlantic Monthly; Volume 02; No. 11; September; 1858,Various,11914
14033,Plutarch's Lives; Volume 1 (of 4),Plutarch,11913
20085,The Tragic Muse,Henry James,11912
32738,Blackwood's Edinburgh Magazine; Volume 58; No. 359; September 1845,Various,11899
14353,The Poems of Jonathan Swift; D.D.; Volume 1,Jonathan Swift,11899
12246,Œuvres complètes de François Villon,François Villon,11898
21210,Thomas Davis; selections from his prose and poetry,Thomas Davis,11893
42502,Paolo Pelliccioni; Volume 1 (of 2),Francesco Domenico Guerrazzi,11890
11680,George Eliot; a Critical Study of Her Life; Writings and Philosophy,George Willis Cooke,11883
43416,Rambles in Rome,S. Russell Forbes,11880
41123,Voyage à Cayenne; dans les deux Amériques et chez les anthropophages (Vol. 1 de 2),Louis Ange Pitou,11879
30786,Dictionnaire raisonné de l'architecture française du XIe au XVIe siècle - Tome 6 - (G - H - I - J - K - L - M - N - O),Eugène-Emmanuel Viollet-le-Duc,11876
23403,Special Report on Diseases of the Horse,United States. Bureau of Animal Industry,11875
20303,The Best Short Stories of 1915; and the Yearbook of the American Short Story,Unknown Author,11872
24658,The loyalists of America and their times,Egerton Ryerson,11864
40100,Life histories of North American wood warblers; Part 1 (of 2),Arthur Cleveland Bent,11863
42529,Dariel: A Romance of Surrey,R. D. Blackmore,11852
43577,An Introduction to Entomology: Vol. 2,William Kirby,11850
14583,The Continental Monthly; Vol. 1; No. 3; March; 1862,Various,11848
10820,Een liefde,Lodewijk van Deyssel,11843
42553,Excursions; and Poems,Henry David Thoreau,11838
31368,Glimpses of the Past: History of the River St. John; A.D. 1604-1784,W. O. Raymond,11836
14323,Là-bas,J.-K. Huysmans,11831
32589,Blackwood's Edinburgh Magazine; Volume 57; No. 353; March 1845,Various,11826
12310,The Atlantic Monthly; Volume 09; No. 56; June; 1862,Various,11825
44469,The Sheepfold and the Common; Or; Within and Without. Vol. 1 (of 2),Timothy East,11824
43541,A Diplomat in Japan,Ernest Mason Satow,11822
24504,The Greville Memoirs; Part 2 (of 3); Volume 1 (of 3),Charles Greville,11821
40126,The Cock and Anchor,Joseph Sheridan Le Fanu,11805
21946,Op Eigen Wieken,Louisa May Alcott,11805
40412,Through the Year with Famous Authors,Mabel Patterson,11797
44205,Gregg's Commerce of the Prairies; 1831-1839; part 2,Josiah Gregg,11791
41349,Historic Towns of the Western States,Unknown Author,11787
987,The Scientific Monthly; October to December; 1915,Various,11781
40128,Blackwood's Edinburgh Magazine; Volume 64; No.394; August; 1848,Various,11778
14596,Christian Mysticism,William Ralph Inge,11776
13097,Lives of the Most Remarkable Criminals Who have been Condemned and Executed for Murder; the Highway; Housebreaking; Street Robberies; Coining or other offences,Unknown Author,11773
20110,Canada: the Empire of the North,Agnes C. Laut,11771
40090,Blackwood's Edinburgh Magazine; Volume 63; No. 391; May; 1848,Various,11771
12373,The Atlantic Monthly; Volume 01; No. 05; March; 1858,Various,11770
12280,The Grandissimes,George Washington Cable,11769
23959,Fair Italy; the Riviera and Monte Carlo,W. Cope Devereux,11759
20884,Yhdyselämää,Jonas Lie,11758
44548,The Englishman in China During the Victorian Era; Vol. 2 (of 2),Alexander Michie,11754
10947,The Best American Humorous Short Stories,Unknown Author,11752
12271,Contes littéraires du bibliophile Jacob à ses petits-enfants,P. L. Jacob,11752
33468,Roland Cashel; Volume I (of II),Charles James Lever,11749
42508,Curious Creatures in Zoology,John Ashton,11747
33012,Carnival,Compton MacKenzie,11745
41247,Ten Thousand a-Year. Volume 3.,Samuel Warren,11744
44769,The Sheepfold and the Common; Or; Within and Without. Vol. 2 (of 2),Timothy East,11744
21544,Biographie des Sagamos illustres  de l'Amérique Septentrionale (1848),Maximilien Bibaud,11736
24675,Ontboezemingen,Carel van Nievelt,11723
30048,The Contemporary Review; Volume 36; September 1879,Various,11713
44533,Blackwood's Edinburgh Magazine; Volume 64; No. 393; July 1848,Various,11710
23690,Blackwood's Edinburgh Magazine; Volume 61; No. 378; April; 1847,Various,11710
11079,Essays in Rebellion,Henry Woodd Nevinson,11705
24885,The Atlantic Monthly; Volume 14; No. 85; November; 1864,Various,11703
11982,Eighty Years and More; Reminiscences 1815-1897,Elizabeth Cady Stanton,11699
14194,France in the Nineteenth Century,Elizabeth Wormeley Latimer,11697
21658,Ehstnische Märchen,Friedrich Reinhold Kreutzwald,11696
42214,On a Donkey's Hurricane Deck,R. Pitcher Woodward,11694
13444,Searchlights on Health: The Science of Eugenics,B. G. Jefferis,11682
33097,Blackwood's Edinburgh Magazine; Volume 57; No. 354; April 1845,Various,11681
13258,Consuelo; Tome 2 (1861),George Sand,11678
23520,Mon oncle et mon curé; Le voeu de Nadia,Jean de La Brète,11675
12097,The Atlantic Monthly; Volume 09; No. 54; April; 1862,Various,11672
42483,At home with the Patagonians,George C. Musters,11670
44586,Diplomatic Days,Edith O'Shaughnessy,11664
12874,The New North,Agnes Deans Cameron,11660
43099,Biographia Epistolaris; Volume 2,Samuel Taylor Coleridge,11654
24360,The Life of Napoleon Bonaparte. Vol. 1 (of 4),William Milligan Sloane,11654
23140,The Death Shot: A Story Retold,Mayne Reid,11644
22240,Masterpieces of Negro Eloquence,Unknown Author,11643
31277,Anglo-Saxon Grammar and Exercise Book,C. Alphonso Smith,11641
23134,Frau Pauline Brater: Lebensbild einer deutschen Frau,Agnes Sapper,11638
44344,Blackwood's Edinburgh Magazine; Vol. 65; No. 400; February; 1849,Various,11638
30351,The Cup of Fury: A Novel of Cities and Shipyards,Rupert Hughes,11638
23925,Het Leven der Dieren: Deel 1; Hoofdstuk 11: De Evenvingerigen,Alfred Edmund Brehm,11623
41385,Histoire de la Guerre de Trente Ans,Friedrich Schiller,11621
14742,Vanishing England,P. H. Ditchfield,11620
14412,The History of the Great Irish Famine of 1847 (3rd ed.) (1902),Canon John O'Rourke,11619
22502,Economisti del cinque e seicento,Geminiano Montanari,11617
40388,The Life of John Marshall; Volume 1: Frontiersman; soldier; lawmaker; 1755-1788,Albert J. Beveridge,11617
10038,The Magnetic North,Elizabeth Robins,11612
34081,Myths & Legends of the Celtic Race,T. W. Rolleston,11606
24674,Expositions of Holy Scripture,Alexander Maclaren,11603
21046,Story Hour Readings: Seventh Year,E. C. Hartwell,11602
2739,More Letters of Charles Darwin — Volume 1,Charles Darwin,11600
24664,Fairy Fingers,Anna Cora Ogden Mowatt Ritchie,11597
31902,Tom Burke Of "Ours"; Volume II,Charles James Lever,11591
33041,Unsichtbare Bande: Erzählungen,Selma Lagerlöf,11590
1565,The Last Days of Pompeii,Baron Edward Bulwer Lytton Lytton,11588
44916,Modernities,Horace Barnett Samuel,11585
40143,France and England in North America; Part III: La Salle; Discovery of The Great West,Francis Parkman,11577
43804,Storia delle repubbliche italiane dei secoli di mezzo; v. 05 (of 16),J.-C.-L. Simonde de Sismondi,11575
42544,Soyer's Culinary Campaign: Being Historical Reminiscences of the Late War.,Alexis Soyer,11573
32342,Davenport Dunn; a Man of Our Day. Volume 2 (of 2),Charles James Lever,11572
41933,Hihhuleita: Kuvauksia Itä-Suomesta,Jacob Ahrenberg,11571
751,The Autocrat of the Breakfast-Table,Oliver Wendell Holmes,11566
2087,Life and Letters of Charles Darwin — Volume 1,Charles Darwin,11566
33602,The Firebrand,S. R. Crockett,11563
31859,Blackwood's Edinburgh Magazine; Volume 61; No. 377; March 1847,Various,11559
43686,De la démonialité des animaux incubes et succubes,Ludovico Maria Sinistrari,11558
21012,The loyalists of America and their times,Egerton Ryerson,11549
21858,The Daughters of Danaus,Mona Caird,11547
21424,Il Comento alla Divina Commedia; e gli altri scritti intorno a Dante; vol. 1,Giovanni Boccaccio,11543
13239,Grain and Chaff from an English Manor,Arthur Herbert Savory,11542
34158,入れかわった男,E. Phillips Oppenheim,11531
41056,Cours familier de Littérature - Volume 19,Alphonse de Lamartine,11527
507,Adam Bede,George Eliot,11521
43590,The Life of Isaac Ingalls Stevens; Volume 2 (of 2),Hazard Stevens,11521
1081,Dead Souls,Nikolai Vasilevich Gogol,11521
44491,Blackwood's Edinburgh Magazine; Vol. 70; No. 434; December; 1851,Various,11512
42513,Le vergini delle rocce,Gabriele D'Annunzio,11508
44640,The World's Greatest Books — Volume 17 — Poetry and Drama,Unknown Author,11505
42386,Sixty Years a Queen: The Story of Her Majesty's Reign,Sir Herbert Maxwell,11499
14842,Lippincott's Magazine of Popular Literature and Science; Volume 26; September; 1880,Various,11494
40319,The Life of Mrs. Humphry Ward,Janet Penrose Trevelyan,11492
31750,Lippincott's Magazine of Popular Literature and Science; Volume 20. July; 1877.,Various,11488
33354,Η χολεριασμένη: Τα μετά θάνατον,Alexandros Papadiamantes,11487
43056,History of the Jews; Vol. 1 (of 6),Heinrich Graetz,11481
43442,The Golden Butterfly,Walter Besant,11474
12411,The Long White Cloud: "Ao Tea Roa",William Pember Reeves,11469
34481,The Prime Minister,William Henry Giles Kingston,11468
20295,My New Curate,Patrick Augustine Sheehan,11461
11687,The Atlantic Monthly; Volume 03; No. 17; March; 1859,Various,11458
30310,Special report on diseases of cattle,United States. Bureau of Animal Industry,11455
14803,Journal des Goncourt  (Deuxième volume),Edmond de Goncourt,11448
14276,Italian Journeys,William Dean Howells,11442
12319,The Atlantic Monthly; Volume 01; No. 04; February; 1858,Various,11442
42313,The Life and Letters of Lafcadio Hearn; Volume 2,Elizabeth Bisland,11441
27,Far from the Madding Crowd,Thomas Hardy,11437
43847,The Expositor's Bible: The Book of the Twelve Prophets; Vol. 1,George Adam Smith,11431
41203,Six Discourses on the Miracles of Our Saviour; and Defences of His Discourses,Thomas Woolston,11431
2099,A History of the Moravian Church,J. E. Hutton,11430
30323,The Book of Religions,John Hayward,11429
32585,Minerva e lo scimmione,Ettore Romagnoli,11428
33709,Διηγήματα,Demetrios Vikelas,11427
23572,Blackwood's Edinburgh Magazine; Volume 61; No. 379; May; 1847,Various,11425
24549,Souvenirs d'un sexagénaire; Tome IV,A.-V. Arnault,11415
20350,The Atlantic Monthly; Volume 14; No. 83; September; 1864,Various,11414
24930,Glances at Europe,Horace Greeley,11413
13832,Romance of California Life,John Habberton,11411
12514,A General History and Collection of Voyages and Travels — Volume 04,Robert Kerr,11407
12325,A General History and Collection of Voyages and Travels — Volume 03,Robert Kerr,11406
30855,The Wife of Sir Isaac Harman,H. G. Wells,11405
43043,George Eliot's Life; as Related in Her Letters and Journals. Vol. 1 (of 3),George Eliot,11401
41537,The Divine Comedy of Dante Alighieri: The Inferno,Dante Alighieri,11401
11173,The Atlantic Monthly; Volume 05; No. 27; January; 1860,Various,11400
33580,Les caquets de l'accouchée,Unknown Author,11394
43497,Trans-Himalaya: Discoveries and Adventurers in Tibet. Vol. 1 (of 2),Sven Anders Hedin,11391
12613,Eros' begravning,Hjalmar Bergman,11387
21406,Novelas do Minho,Camilo Castelo Branco,11385
41609,Diary of John Manningham,John Manningham,11379
30608,Christology of the Old Testament: And a Commentary on the Messianic Predictions. Vol. 2,Ernst Wilhelm Hengstenberg,11376
33847,The History of Cuba; vol. 1,Willis Fletcher Johnson,11374
43329,The Life of Jefferson Davis,Frank H. Alfriend,11373
13645,The Tatler; Volume 1,Sir Richard Steele,11370
44762,Chacune son Rêve,Daniel Lesueur,11362
31185,Chapters in the History of the Insane in the British Isles,Daniel Hack Tuke,11358
41521,South Africa and the Boer-British War; Volume I,Murat Halstead,11356
30388,Blackwood's Edinburgh Magazine; Volume 59; No. 367; May 1846,Various,11353
33398,A Select Collection of Old English Plays; Volume 14,Unknown Author,11347
32341,Davenport Dunn; a Man of Our Day. Volume 1 (of 2),Charles James Lever,11346
11300,La belle Gabrielle — Tome 1,Auguste Maquet,11346
43814,Blackwood's Edinburgh Magazine; Vol. 66; No 409; November 1849,Various,11345
11160,A Cotswold Village; Or; Country Life and Pursuits in Gloucestershire,J. Arthur Gibbs,11335
31427,Miscellaneous Writings; 1883-1896,Mary Baker Eddy,11328
10165,Across the Zodiac,Percy Greg,11327
43478,Zágoni Mikes Kelemen törökországi levelei (1. kötet),Kelemen Mikes,11327
44908,The Law of Civilization and Decay: An Essay on History,Brooks Adams,11326
30455,Essays in English Literature; 1780-1860,George Saintsbury,11321
14951,A Wanderer in Holland,E. V. Lucas,11317
205,Walden; and On The Duty Of Civil Disobedience,Henry David Thoreau,11316
33963,The Valiants of Virginia,Hallie Erminie Rives,11316
34756,Livro de Consolação: Romance,Camilo Castelo Branco,11316
14672,The Religion of the Ancient Celts,J. A. MacCulloch,11311
33885,Historia de los Judíos en España,Adolfo de Castro,11310
1895,Armadale,Wilkie Collins,11309
43938,The Sorceress of Rome,Unknown Author,11308
11103,The Atlantic Monthly; Volume 06; No. 37; November; 1860,Various,11306
43722,Blackwood's Edinburgh Magazine; Vol. 66 No.406; August 1849,Various,11305
40857,From Gretna Green to Land's End: A Literary Journey in England.,Katharine Lee Bates,11300
30704,The Record of Nicholas Freydon,A. J. Dawson,11297
44332,Blackwood's Edinburgh Magazine; Volume 67; No. 411; January 1850,Various,11292
40293,Vie de Bohème: A Patch of Romantic Paris,Orlo Williams,11290
637,The Letters of Robert Louis Stevenson — Volume 2,Robert Louis Stevenson,11288
14363,The Worst Journey in the World: Antarctic; 1910-1913,Apsley Cherry-Garrard,11287
42025,Europe in the Sixteenth Century; 1494-1598; Fifth Edition,A. H. Johnson,11287
13026,The Atlantic Monthly; Volume 11; No. 67; May; 1863,Various,11286
12565,An Account of the English Colony in New South Wales; Volume 1,David Collins,11285
13010,Frank Mildmay; Or; The Naval Officer,Frederick Marryat,11282
31709,Our Southern Highlanders,Horace Kephart,11281
12046,Narrative of a Survey of the Intertropical and Western Coasts of Australia — Vol. 2,Philip Parker King,11280
24924,Aventures extraordinaires d'un savant russe; IV. Le désert sidéral,Georges Le Faure,11278
21331,The Adventures of Hajji Baba of Ispahan,James Justinian Morier,11276
12745,The World's Greatest Books — Volume 11 — Ancient and Mediæval History,Unknown Author,11270
2118,History of Friedrich II of Prussia — Volume 18,Thomas Carlyle,11259
13768,Katajainen kansani,Juhani Aho,11256
32666,Ιδανικός σύζυγος: Δράμα εις τέσσαρας πράξεις,Oscar Wilde,11250
42177,Histoire de Flandre (T. 3/4),Baron Joseph Marie Bruno Constantin Kervyn de Lettenhove,11250
10088,Thaumaturgia; Or; Elucidations of the Marvellous,Oxonian,11250
11134,The Atlantic Monthly; Volume 07; No. 41; March; 1861,Various,11246
43863,Child Life in Colonial Days,Alice Morse Earle,11245
11039,A Woman's Journey Round the World,Ida Pfeiffer,11245
10125,The Best Letters of Charles Lamb,Charles Lamb,11241
10574,The History of England; Volume I,David Hume,11240
13739,Shandygaff,Christopher Morley,11237
13514,Tales of a Traveller,Washington Irving,11234
14113,Les fantômes; étude cruelle,Ch. Flor O'Squarr,11233
10649,Beacon Lights of History; Volume 14: The New Era,John Lord,11227
12263,Blackwood's Edinburgh Magazine — Volume 53; No. 331; May; 1843,Various,11225
43589,The Life of Isaac Ingalls Stevens; Volume 1 (of 2),Hazard Stevens,11225
10687,Tartarin de Tarascon,Alphonse Daudet,11224
360,What is Property? An Inquiry into the Principle of Right and of Government,P.-J. Proudhon,11222
22460,New York Times Current History; The European War; Vol 2; No. 5; August; 1915,Various,11221
40421,The Comical Adventures of Twm Shon Catty (Thomas Jones; Esq.);,T. J. Llewelyn Prichard,11214
11118,The Atlantic Monthly; Volume 07; No. 39; January; 1861,Various,11209
1675,New Forces in Old China: An Inevitable Awakening,Arthur Judson Brown,11205
12726,Le nabab; tome I,Alphonse Daudet,11195
20063,Theodoric the Goth: Barbarian Champion of Civilisation,Thomas Hodgkin,11192
41730,Dixie After the War,Myrta Lockett Avary,11191
32075,The Galaxy; June 1877,Various,11188
43949,Storia delle repubbliche italiane dei secoli di mezzo; v. 09 (of 16),J.-C.-L. Simonde de Sismondi,11186
31051,The Atlantic Monthly; Volume 15; No. 92; June; 1865,Various,11183
972,The Devil's Dictionary,Ambrose Bierce,11183
11415,The Atlantic Monthly; Volume 08; No. 49; November; 1861,Various,11179
11954,A Popular History of France from the Earliest Times; Volume 4,François Guizot,11176
14945,Cato Maior de Senectute with Introduction and Notes,Marcus Tullius Cicero,11174
30611,The Atlantic Monthly; Volume 15; No. 90; April; 1865,Various,11172
23207,Americans All,Unknown Author,11172
40817,Dizionario storico-critico degli scrittori di musica e de' più celebri artisti; vol. 1,Giuseppe Bertini,11171
33033,Les historiettes de Tallemant des Réaux; tome premier,Tallemant des Réaux,11171
13336,Clotilde Martory,Hector Malot,11169
20151,Hidden Treasures; Or; Why Some Succeed While Others Fail,Harry A. Lewis,11169
13614,Studies in the Psychology of Sex; Volume 5,Havelock Ellis,11169
11366,The German Classics of the Nineteenth and Twentieth Centuries; Volume 02,Unknown Author,11168
22023,The Scottish Reformation,Alexander F. Mitchell,11165
30871,Legends & Romances of Brittany,Lewis Spence,11164
13116,Lippincott's Magazine of Popular Literature and Science; Volume 17; No. 097; January; 1876,Various,11164
32761,Caxton's Book: A Collection of Essays; Poems; Tales; and Sketches.,W. H. Rhodes,11163
1576,A Unique Story of a Marvellous Career: Life of Hon. Phineas T. Barnum,Joel Benton,11157
40066,Páginas sevillanas,Manuel Chaves Rey,11157
43308,Histoire parlementaire de France; Volume 3.,François Guizot,11155
44044,London Souvenirs,Unknown Author,11155
44361,Blackwood's Edinburgh Magazine; Vol. 70; No. 431; September 1851,Various,11155
13945,Sunny Memories Of Foreign Lands; Volume 1,Harriet Beecher Stowe,11153
21631,Kotka-Wappu: Kertomus Tyrolin vuoristosta,Wilhelmine von Hillern,11151
22414,The Birth of Yugoslavia; Volume 1,Henry Baerlein,11150
2497,Put Yourself in His Place,Charles Reade,11147
21554,Frank Mildmay; Or; the Naval Officer,Frederick Marryat,11147
23984,Esperanto Self-Taught with Phonetic Pronunciation,William W. Mann,11147
14105,Im grünen Tann,Arthur Achleitner,11143
41683,Figurák. (Furcsa emberekről furcsa históriák.),Géza Gárdonyi,11142
44971,Briefe aus dem hohen Norden,Elias Haffter,11133
101,The Hacker Crackdown: Law and Disorder on the Electronic Frontier,Bruce Sterling,11133
33185,Fragments of an Autobiography,Felix Moscheles,11126
2666,The Poet at the Breakfast-Table,Oliver Wendell Holmes,11123
10676,The Reign of Greed,José Rizal,11123
22630,Der Roman eines geborenen Verbrechers,Antonino M.,11123
21421,The Magnificent Montez: From Courtesan to Convert,Horace Wyndham,11118
14303,Queed: A Novel,Henry Sydnor Harrison,11110
43348,The Paston Letters; A.D. 1422-1509. Volume 1 (of 6),Unknown Author,11104
11745,Blackwood's Edinburgh Magazine — Volume 53; No. 330; April 1843,Various,11103
40088,Grimm testvérek összegyüjtött meséi,Jacob Grimm,11102
41636,Ravenshoe,Henry Kingsley,11102
13454,Aylwin,Theodore Watts-Dunton,11099
43860,Storia delle repubbliche italiane dei secoli di mezzo; v. 07 (of 16),J.-C.-L. Simonde de Sismondi,11097
30754,The Stones of Venice; Volume 1 (of 3),John Ruskin,11096
13154,Lippincott's Magazine of Popular Literature and Science; Volume 17; No. 098; February; 1876,Various,11095
40330,Inchbracken: The Story of a Fama Clamosa,Robert Cleland,11093
32232,The Atlantic Monthly; Volume 16; No. 94; August; 1865,Various,11091
41934,Idling in Italy: Studies of literature and of life,Joseph Collins,11088
41744,The Egyptian campaigns; 1882 to 1885,Charles Royle,11081
21201,Journal of a Voyage to Brazil,Lady Maria Callcott,11080
33345,Lafcadio Hearn,Nina H. Kennard,11080
20300,Henry VIII.,A. F. Pollard,11078
